,CountryName,RegionName,Date,C1_School closing,C2_Workplace closing,C3_Cancel public events,C4_Restrictions on gatherings,C5_Close public transport,C6_Stay at home requirements,C7_Restrictions on internal movement,C8_International travel controls,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,H6_Facial Coverings
8225,Afghanistan,,2020-08-01,0,2,1,0,1,0,0,0,0,0,1,1
8226,Afghanistan,,2020-08-02,1,2,1,0,1,1,0,1,1,0,0,0
8227,Afghanistan,,2020-08-03,2,2,0,2,1,2,0,2,1,0,0,0
8228,Afghanistan,,2020-08-04,0,0,1,3,0,2,0,1,1,0,1,1
8229,Afghanistan,,2020-08-05,0,2,0,0,1,1,0,3,0,2,1,3
8230,Albania,,2020-08-01,2,0,1,1,1,2,0,3,0,2,1,3
8231,Albania,,2020-08-02,0,1,0,3,1,2,0,0,1,1,0,0
8232,Albania,,2020-08-03,1,2,1,3,1,2,0,1,1,0,0,1
8233,Albania,,2020-08-04,0,2,1,2,1,0,0,2,0,0,0,3
8234,Albania,,2020-08-05,1,0,1,3,0,0,0,2,1,0,0,1
8235,Algeria,,2020-08-01,0,0,0,3,1,2,1,3,0,2,0,2
8236,Algeria,,2020-08-02,1,0,0,1,1,2,1,2,1,0,1,3
8237,Algeria,,2020-08-03,1,0,1,1,0,2,0,2,1,2,1,1
8238,Algeria,,2020-08-04,1,0,1,0,1,0,1,1,1,2,1,2
8239,Algeria,,2020-08-05,2,0,0,1,0,2,1,1,1,2,0,3
8240,Andorra,,2020-08-01,1,1,0,0,0,2,1,3,1,1,1,2
8241,Andorra,,2020-08-02,2,2,1,2,1,0,0,1,1,1,0,2
8242,Andorra,,2020-08-03,1,1,1,3,1,2,1,3,0,1,1,1
8243,Andorra,,2020-08-04,1,1,0,2,0,0,1,0,0,2,1,1
8244,Andorra,,2020-08-05,0,0,0,0,0,1,1,1,0,0,1,2
8245,Angola,,2020-08-01,2,2,1,3,1,2,0,3,0,0,1,3
8246,Angola,,2020-08-02,2,1,1,0,1,1,0,3,1,0,1,3
8247,Angola,,2020-08-03,0,0,1,3,1,1,1,1,0,0,1,0
8248,Angola,,2020-08-04,1,1,0,0,0,0,0,3,1,0,0,1
8249,Angola,,2020-08-05,1,1,0,1,1,0,0,2,1,1,1,2
8250,Argentina,,2020-08-01,1,2,0,3,1,0,1,0,0,2,0,1
8251,Argentina,,2020-08-02,1,0,0,3,0,0,1,2,0,2,0,2
8252,Argentina,,2020-08-03,2,2,1,3,0,0,0,0,1,1,1,0
8253,Argentina,,2020-08-04,0,2,0,1,0,0,1,1,0,0,1,3
8254,Argentina,,2020-08-05,0,1,0,2,0,1,0,2,0,1,1,1
8255,Aruba,,2020-08-01,0,0,1,3,1,1,1,0,1,1,0,1
8256,Aruba,,2020-08-02,2,1,1,3,1,1,0,1,1,1,1,3
8257,Aruba,,2020-08-03,1,0,1,2,1,0,0,2,1,0,0,3
8258,Aruba,,2020-08-04,2,2,0,0,0,2,0,0,0,1,1,2
8259,Aruba,,2020-08-05,1,2,0,0,0,0,0,1,0,0,0,2
8260,Australia,,2020-08-01,1,0,0,3,0,0,1,2,0,2,1,0
8261,Australia,,2020-08-02,1,1,0,0,0,1,0,2,0,0,1,1
8262,Australia,,2020-08-03,1,0,1,1,0,2,1,1,1,1,1,3
8263,Australia,,2020-08-04,2,2,1,0,1,1,0,1,0,2,1,0
8264,Australia,,2020-08-05,2,0,1,3,0,0,0,0,1,2,1,0
8265,Austria,,2020-08-01,0,2,1,1,0,2,0,2,0,1,1,0
8266,Austria,,2020-08-02,1,1,0,2,1,0,1,2,0,2,1,3
8267,Austria,,2020-08-03,1,1,0,2,0,2,1,2,0,2,0,0
8268,Austria,,2020-08-04,0,0,1,3,1,0,1,1,0,2,1,3
8269,Austria,,2020-08-05,1,0,0,3,0,2,0,1,1,0,1,0
8270,Azerbaijan,,2020-08-01,2,0,0,0,1,0,0,3,1,1,0,3
8271,Azerbaijan,,2020-08-02,2,2,0,3,0,1,1,1,1,2,1,0
8272,Azerbaijan,,2020-08-03,2,0,0,0,1,0,0,2,0,0,1,2
8273,Azerbaijan,,2020-08-04,1,0,1,0,1,1,1,0,0,2,0,2
8274,Azerbaijan,,2020-08-05,1,2,0,2,0,1,0,1,1,0,1,1
8275,Bahamas,,2020-08-01,1,1,0,2,0,0,0,2,0,0,0,0
8276,Bahamas,,2020-08-02,1,2,0,0,1,2,1,0,0,0,0,0
8277,Bahamas,,2020-08-03,1,2,0,1,1,1,1,0,0,2,1,3
8278,Bahamas,,2020-08-04,1,1,1,3,1,1,1,0,0,2,1,1
8279,Bahamas,,2020-08-05,1,2,0,3,1,0,0,3,1,1,0,0
8280,Bahrain,,2020-08-01,2,1,0,0,0,1,0,2,0,2,0,2
8281,Bahrain,,2020-08-02,1,0,1,3,1,2,1,1,0,0,0,3
8282,Bahrain,,2020-08-03,2,1,1,1,0,2,0,1,0,1,0,3
8283,Bahrain,,2020-08-04,2,2,1,2,0,0,0,0,1,2,1,3
8284,Bahrain,,2020-08-05,0,2,0,2,0,1,1,0,1,1,1,1
8285,Bangladesh,,2020-08-01,1,1,1,2,0,2,0,3,1,0,0,0
