,CountryName,RegionName,Date,C1_School closing,C2_Workplace closing,C3_Cancel public events,C4_Restrictions on gatherings,C5_Close public transport,C6_Stay at home requirements,C7_Restrictions on internal movement,C8_International travel controls,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,H6_Facial Coverings
4700,Afghanistan,,2020-08-01,0,2,1,1,1,1,1,3,1,1,1,2
4701,Afghanistan,,2020-08-02,2,2,1,3,1,2,0,2,1,1,1,2
4702,Afghanistan,,2020-08-03,2,1,1,2,0,0,1,2,0,2,0,1
4703,Afghanistan,,2020-08-04,1,1,0,3,1,1,0,3,0,1,0,2
4704,Afghanistan,,2020-08-05,2,0,0,2,0,0,1,0,0,1,1,1
4705,Albania,,2020-08-01,0,0,0,2,1,1,0,3,0,1,1,2
4706,Albania,,2020-08-02,2,0,0,1,0,1,0,0,1,1,0,1
4707,Albania,,2020-08-03,1,0,1,1,1,2,1,1,0,1,0,3
4708,Albania,,2020-08-04,0,2,0,1,1,1,1,3,1,0,0,0
4709,Albania,,2020-08-05,0,0,1,2,1,0,0,3,1,2,0,3
4710,Algeria,,2020-08-01,2,0,1,1,1,0,1,2,0,0,1,1
4711,Algeria,,2020-08-02,0,0,0,1,1,0,1,0,1,0,0,1
4712,Algeria,,2020-08-03,1,1,1,0,0,1,1,3,0,1,1,3
4713,Algeria,,2020-08-04,2,0,1,3,0,2,1,1,0,0,1,3
4714,Algeria,,2020-08-05,0,2,1,2,0,2,1,3,1,2,1,3
4715,Andorra,,2020-08-01,2,0,1,2,0,1,0,0,1,2,1,1
4716,Andorra,,2020-08-02,2,2,0,1,1,1,0,1,1,0,1,1
4717,Andorra,,2020-08-03,0,1,1,1,1,0,0,2,0,0,1,3
4718,Andorra,,2020-08-04,2,1,1,1,1,0,1,1,0,0,0,3
4719,Andorra,,2020-08-05,1,0,1,3,1,0,0,2,1,1,1,2
4720,Angola,,2020-08-01,2,0,0,0,0,1,0,2,0,2,0,3
4721,Angola,,2020-08-02,2,0,0,3,1,2,0,0,0,2,1,3
4722,Angola,,2020-08-03,1,1,1,1,1,1,1,3,0,2,0,2
4723,Angola,,2020-08-04,1,1,0,2,1,1,1,0,1,1,1,2
4724,Angola,,2020-08-05,1,1,0,3,1,0,1,2,1,2,1,2
4725,Argentina,,2020-08-01,0,1,1,0,1,2,0,3,1,2,0,1
4726,Argentina,,2020-08-02,2,2,1,0,0,1,1,1,1,2,1,1
4727,Argentina,,2020-08-03,1,0,0,3,0,2,0,0,1,1,0,2
4728,Argentina,,2020-08-04,2,0,1,3,1,0,0,3,0,2,1,0
4729,Argentina,,2020-08-05,2,0,1,2,1,1,0,0,1,1,0,0
4730,Aruba,,2020-08-01,2,2,1,1,1,2,0,0,1,1,0,1
4731,Aruba,,2020-08-02,0,0,1,2,0,1,1,3,1,1,0,2
4732,Aruba,,2020-08-03,1,0,1,3,0,1,1,3,0,0,1,2
4733,Aruba,,2020-08-04,1,0,0,3,1,0,1,0,0,1,0,3
4734,Aruba,,2020-08-05,0,1,0,0,1,1,0,1,1,1,1,1
4735,Australia,,2020-08-01,0,1,1,3,0,2,1,1,0,2,0,2
4736,Australia,,2020-08-02,2,2,1,2,0,1,1,1,0,2,0,2
4737,Australia,,2020-08-03,2,2,0,3,1,2,0,0,1,2,1,2
4738,Australia,,2020-08-04,1,1,1,1,0,2,0,0,1,1,1,1
4739,Australia,,2020-08-05,1,0,0,3,1,2,0,2,0,0,1,2
4740,Austria,,2020-08-01,0,2,1,0,1,1,1,0,0,0,0,0
4741,Austria,,2020-08-02,2,0,0,2,1,1,1,3,0,1,1,2
4742,Austria,,2020-08-03,1,1,1,2,0,0,1,0,1,0,0,1
4743,Austria,,2020-08-04,0,0,1,3,0,2,1,1,0,0,0,2
4744,Austria,,2020-08-05,1,0,0,0,0,1,0,2,0,0,0,1
4745,Azerbaijan,,2020-08-01,0,2,0,1,1,2,0,3,0,1,1,1
4746,Azerbaijan,,2020-08-02,2,0,0,1,1,2,1,0,1,2,1,1
4747,Azerbaijan,,2020-08-03,0,0,1,2,0,2,1,1,1,0,0,0
4748,Azerbaijan,,2020-08-04,2,0,0,3,0,0,0,1,0,2,1,2
4749,Azerbaijan,,2020-08-05,0,0,0,3,0,1,1,0,0,0,1,1
4750,Bahamas,,2020-08-01,0,2,0,2,1,1,1,0,1,0,1,1
4751,Bahamas,,2020-08-02,2,1,1,3,0,2,0,2,0,0,0,0
4752,Bahamas,,2020-08-03,0,2,0,3,0,1,0,1,0,0,1,2
4753,Bahamas,,2020-08-04,0,0,0,2,0,1,1,3,1,0,0,1
4754,Bahamas,,2020-08-05,2,2,0,2,1,2,0,0,0,0,0,2
4755,Bahrain,,2020-08-01,2,2,0,3,1,2,0,0,1,1,1,2
4756,Bahrain,,2020-08-02,1,0,0,0,0,0,0,2,1,2,1,3
4757,Bahrain,,2020-08-03,2,0,1,3,0,1,0,1,1,0,0,2
4758,Bahrain,,2020-08-04,2,1,0,3,1,0,1,0,1,1,1,0
4759,Bahrain,,2020-08-05,2,2,1,1,0,2,0,2,0,1,0,3
4760,Bangladesh,,2020-08-01,0,2,1,0,0,0,1,1,1,1,0,3
4761,Bangladesh,,2020-08-02,1,2,0,0,1,0,0,1,0,0,0,2
4762,Bangladesh,,2020-08-03,2,0,0,3,1,1,1,1,1,1,1,3
4763,Bangladesh,,2020-08-04,0,1,1,1,1,2,0,3,1,2,1,3
4764,Bangladesh,,2020-08-05,2,1,1,2,0,2,1,0,0,1,0,0
4765,Barbados,,2020-08-01,0,0,0,1,1,0,0,3,1,0,0,0
4766,Barbados,,2020-08-02,0,2,0,1,0,1,0,0,0,2,1,3
4767,Barbados,,2020-08-03,2,0,1,3,1,1,0,2,0,2,0,3
4768,Barbados,,2020-08-04,1,2,1,0,0,2,1,2,1,0,0,3
4769,Barbados,,2020-08-05,2,0,1,0,1,2,1,1,1,2,1,2
4770,Belarus,,2020-08-01,0,0,0,0,0,1,1,1,0,0,0,1
4771,Belarus,,2020-08-02,2,0,0,3,0,2,1,0,0,0,0,3
4772,Belarus,,2020-08-03,1,2,1,0,0,1,1,1,0,0,1,2
4773,Belarus,,2020-08-04,1,2,0,1,1,0,0,2,0,2,1,0
4774,Belarus,,2020-08-05,1,1,1,1,1,1,1,2,1,0,0,2
4775,Belgium,,2020-08-01,1,1,1,2,1,0,0,0,0,1,1,0
4776,Belgium,,2020-08-02,2,0,1,1,1,2,0,0,0,0,1,0
4777,Belgium,,2020-08-03,0,0,0,0,1,1,0,0,0,0,1,0
4778,Belgium,,2020-08-04,1,1,1,0,0,0,1,3,0,0,1,0
4779,Belgium,,2020-08-05,0,0,1,1,0,2,0,2,1,2,1,3
4780,Belize,,2020-08-01,1,1,0,3,0,2,1,2,0,1,1,1
4781,Belize,,2020-08-02,2,0,0,3,1,2,0,1,1,1,0,0
4782,Belize,,2020-08-03,0,1,1,1,0,1,1,2,1,2,1,1
4783,Belize,,2020-08-04,0,2,0,1,0,0,1,2,1,2,0,0
4784,Belize,,2020-08-05,0,2,1,0,0,0,0,1,0,2,1,2
4785,Benin,,2020-08-01,1,1,1,3,1,0,0,1,0,2,1,3
4786,Benin,,2020-08-02,0,1,1,1,0,1,0,0,1,0,1,1
4787,Benin,,2020-08-03,2,2,0,1,0,0,1,3,1,1,0,3
4788,Benin,,2020-08-04,1,1,0,3,0,2,0,3,1,0,0,0
4789,Benin,,2020-08-05,0,0,1,0,0,2,1,0,0,2,1,2
4790,Bermuda,,2020-08-01,2,1,1,2,0,0,0,2,1,1,0,2
4791,Bermuda,,2020-08-02,0,2,0,0,0,1,0,3,0,0,0,3
4792,Bermuda,,2020-08-03,2,1,1,3,0,2,0,1,1,0,1,0
4793,Bermuda,,2020-08-04,2,1,1,0,0,0,1,0,0,0,1,3
4794,Bermuda,,2020-08-05,1,0,0,3,0,0,1,0,0,0,1,0
4795,Bhutan,,2020-08-01,1,1,0,2,1,1,1,2,1,0,1,0
4796,Bhutan,,2020-08-02,0,1,0,1,1,1,0,0,1,1,1,2
4797,Bhutan,,2020-08-03,0,2,0,3,0,1,1,2,1,2,0,3
4798,Bhutan,,2020-08-04,1,1,1,3,0,2,1,3,0,1,1,3
4799,Bhutan,,2020-08-05,1,0,1,0,1,1,1,1,1,1,1,2
4800,Bolivia,,2020-08-01,0,1,1,3,0,0,0,1,1,2,0,2
4801,Bolivia,,2020-08-02,2,1,0,3,0,0,1,1,0,1,1,0
4802,Bolivia,,2020-08-03,1,1,1,0,1,0,0,0,1,0,0,2
4803,Bolivia,,2020-08-04,0,1,1,1,1,1,1,1,1,0,0,1
4804,Bolivia,,2020-08-05,2,1,0,3,1,1,1,0,1,1,0,2
4805,Bosnia and Herzegovina,,2020-08-01,2,0,0,3,0,1,1,0,1,0,1,3
4806,Bosnia and Herzegovina,,2020-08-02,2,2,1,0,0,2,0,3,0,1,1,3
4807,Bosnia and Herzegovina,,2020-08-03,2,2,0,0,0,2,0,3,1,1,0,0
4808,Bosnia and Herzegovina,,2020-08-04,0,0,1,2,0,2,0,2,0,0,0,0
4809,Bosnia and Herzegovina,,2020-08-05,1,0,0,2,0,2,0,3,1,0,1,2
4810,Botswana,,2020-08-01,1,0,1,0,0,1,1,3,1,2,1,2
4811,Botswana,,2020-08-02,2,0,1,3,0,1,0,3,0,2,0,0
4812,Botswana,,2020-08-03,0,1,0,3,0,0,1,2,1,2,1,2
4813,Botswana,,2020-08-04,2,0,1,1,1,2,0,1,1,0,1,0
4814,Botswana,,2020-08-05,2,1,0,2,0,2,1,0,0,1,0,3
4815,Brazil,,2020-08-01,1,1,0,1,0,2,1,2,0,1,1,1
4816,Brazil,,2020-08-02,0,0,0,0,1,1,0,2,1,1,0,2
4817,Brazil,,2020-08-03,2,1,1,2,0,1,0,1,1,1,0,0
4818,Brazil,,2020-08-04,2,2,0,3,1,0,0,2,0,0,1,0
4819,Brazil,,2020-08-05,2,0,1,0,0,1,0,3,0,0,0,2
4820,Brunei,,2020-08-01,1,0,0,3,0,1,0,0,0,2,0,2
4821,Brunei,,2020-08-02,2,0,0,0,0,0,1,2,1,2,0,0
4822,Brunei,,2020-08-03,2,0,1,1,0,1,1,1,0,1,1,1
4823,Brunei,,2020-08-04,1,2,1,1,0,2,1,3,0,1,1,2
4824,Brunei,,2020-08-05,1,1,0,3,1,2,1,3,1,0,1,3
4825,Bulgaria,,2020-08-01,0,1,0,0,0,0,0,3,0,0,1,2
4826,Bulgaria,,2020-08-02,0,1,0,3,0,0,1,3,0,1,0,2
4827,Bulgaria,,2020-08-03,1,2,1,0,1,0,0,0,1,1,1,2
4828,Bulgaria,,2020-08-04,0,0,0,2,0,0,0,1,1,2,0,2
4829,Bulgaria,,2020-08-05,1,1,0,0,0,0,0,3,0,0,1,1
4830,Burkina Faso,,2020-08-01,1,1,1,3,0,0,1,2,0,1,1,0
4831,Burkina Faso,,2020-08-02,0,1,1,1,0,1,1,0,0,1,1,3
4832,Burkina Faso,,2020-08-03,2,0,0,2,1,1,0,3,0,0,1,1
4833,Burkina Faso,,2020-08-04,2,0,0,2,1,0,0,0,0,2,0,2
4834,Burkina Faso,,2020-08-05,2,0,1,0,0,0,0,2,0,0,1,0
4835,Burundi,,2020-08-01,2,1,0,2,0,1,0,2,0,1,1,0
4836,Burundi,,2020-08-02,2,2,0,0,0,2,0,0,1,1,0,1
