,CountryName,RegionName,Date,C1_School closing,C2_Workplace closing,C3_Cancel public events,C4_Restrictions on gatherings,C5_Close public transport,C6_Stay at home requirements,C7_Restrictions on internal movement,C8_International travel controls,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,H6_Facial Coverings
3525,Afghanistan,,2020-08-01,0,1,1,2,0,0,0,1,0,2,0,0
3526,Afghanistan,,2020-08-02,1,2,0,1,0,1,0,1,1,0,0,0
3527,Afghanistan,,2020-08-03,2,0,0,0,1,0,1,1,1,0,1,1
3528,Afghanistan,,2020-08-04,0,2,1,1,0,1,1,2,1,2,1,1
3529,Afghanistan,,2020-08-05,2,2,1,2,1,2,0,3,0,0,0,0
3530,Albania,,2020-08-01,0,1,1,1,1,0,1,2,0,1,0,1
3531,Albania,,2020-08-02,2,2,0,0,0,1,0,1,0,2,0,1
3532,Albania,,2020-08-03,2,2,1,2,1,2,0,0,1,0,0,0
3533,Albania,,2020-08-04,1,0,1,2,0,1,1,0,0,2,0,0
3534,Albania,,2020-08-05,2,0,1,2,0,1,1,2,0,0,0,3
3535,Algeria,,2020-08-01,1,1,1,0,1,1,1,1,0,0,0,2
3536,Algeria,,2020-08-02,2,2,0,3,0,0,1,1,1,1,0,0
3537,Algeria,,2020-08-03,1,1,1,1,0,0,1,1,1,0,1,1
3538,Algeria,,2020-08-04,1,2,0,2,0,1,0,2,1,0,0,0
3539,Algeria,,2020-08-05,2,0,1,1,0,0,1,0,0,1,0,1
3540,Andorra,,2020-08-01,0,0,0,1,1,0,0,2,0,0,0,2
3541,Andorra,,2020-08-02,0,1,1,1,0,1,0,1,0,2,0,2
3542,Andorra,,2020-08-03,1,2,0,1,0,0,1,1,0,1,0,0
3543,Andorra,,2020-08-04,1,2,0,2,1,0,1,3,0,2,1,2
3544,Andorra,,2020-08-05,1,1,0,1,0,1,1,2,0,0,0,1
3545,Angola,,2020-08-01,2,2,0,2,1,0,1,1,0,1,1,2
3546,Angola,,2020-08-02,2,2,0,3,1,2,1,2,0,0,1,1
3547,Angola,,2020-08-03,2,1,1,0,1,0,0,2,0,2,1,2
3548,Angola,,2020-08-04,2,0,1,1,1,1,0,0,0,1,0,0
3549,Angola,,2020-08-05,2,0,0,0,0,0,0,3,1,1,0,1
3550,Argentina,,2020-08-01,2,2,1,0,1,2,0,0,1,0,1,0
3551,Argentina,,2020-08-02,0,2,0,0,0,1,1,2,1,0,0,0
3552,Argentina,,2020-08-03,2,2,1,1,0,0,1,0,0,2,0,3
3553,Argentina,,2020-08-04,2,0,1,1,0,1,0,0,1,0,1,1
3554,Argentina,,2020-08-05,2,1,1,2,1,0,1,0,1,0,1,3
3555,Aruba,,2020-08-01,2,0,0,3,0,2,0,2,1,2,1,1
3556,Aruba,,2020-08-02,0,0,1,2,1,2,1,0,1,1,1,3
3557,Aruba,,2020-08-03,1,0,0,0,1,1,1,2,1,0,0,0
3558,Aruba,,2020-08-04,2,1,1,0,1,2,0,3,0,0,0,3
3559,Aruba,,2020-08-05,0,2,0,2,1,2,0,0,1,2,0,3
3560,Australia,,2020-08-01,0,0,0,0,0,0,0,3,1,2,1,0
3561,Australia,,2020-08-02,0,2,1,1,0,0,1,0,1,1,1,2
3562,Australia,,2020-08-03,0,2,0,0,0,2,0,3,0,2,0,3
3563,Australia,,2020-08-04,1,0,1,2,0,0,0,2,1,0,1,3
3564,Australia,,2020-08-05,2,0,0,0,0,0,1,2,0,0,0,2
3565,Austria,,2020-08-01,1,2,1,0,0,2,0,3,0,1,0,3
3566,Austria,,2020-08-02,0,0,0,0,1,1,1,2,0,1,0,2
3567,Austria,,2020-08-03,1,1,0,2,0,1,1,2,1,0,1,1
3568,Austria,,2020-08-04,1,0,1,3,1,0,0,0,0,1,1,1
3569,Austria,,2020-08-05,0,1,0,2,1,0,1,1,1,0,1,0
3570,Azerbaijan,,2020-08-01,1,2,1,0,0,1,0,3,1,2,0,0
3571,Azerbaijan,,2020-08-02,2,0,1,2,1,0,0,0,1,2,1,3
3572,Azerbaijan,,2020-08-03,1,1,1,2,0,1,0,2,1,0,1,2
3573,Azerbaijan,,2020-08-04,2,0,0,0,1,1,1,2,1,2,0,2
3574,Azerbaijan,,2020-08-05,1,0,1,3,0,2,0,0,1,2,0,2
3575,Bahamas,,2020-08-01,2,1,1,3,1,0,1,3,0,2,1,1
3576,Bahamas,,2020-08-02,2,1,0,0,1,0,1,0,1,2,0,1
3577,Bahamas,,2020-08-03,1,1,1,3,1,0,1,1,1,2,1,3
3578,Bahamas,,2020-08-04,1,0,1,1,0,1,1,0,1,1,1,0
3579,Bahamas,,2020-08-05,2,2,1,0,1,2,0,3,1,1,1,3
3580,Bahrain,,2020-08-01,1,0,0,2,1,0,0,3,1,1,0,2
3581,Bahrain,,2020-08-02,0,2,1,1,0,0,1,0,0,2,0,2
3582,Bahrain,,2020-08-03,2,0,1,1,1,1,1,2,1,2,0,3
3583,Bahrain,,2020-08-04,1,1,1,1,0,2,1,2,0,0,0,1
3584,Bahrain,,2020-08-05,1,1,0,1,1,0,1,3,0,2,1,3
3585,Bangladesh,,2020-08-01,0,1,1,1,0,1,0,3,1,1,0,2
3586,Bangladesh,,2020-08-02,2,2,1,3,0,2,0,1,1,1,0,3
3587,Bangladesh,,2020-08-03,2,0,0,3,0,2,0,3,1,1,1,2
3588,Bangladesh,,2020-08-04,0,1,1,3,0,2,0,0,1,2,1,1
3589,Bangladesh,,2020-08-05,0,2,1,2,1,1,0,2,1,1,0,1
3590,Barbados,,2020-08-01,0,2,0,3,1,2,1,3,0,1,0,3
3591,Barbados,,2020-08-02,1,0,0,0,1,0,0,2,1,2,0,1
3592,Barbados,,2020-08-03,0,1,1,0,0,2,0,1,0,0,0,2
3593,Barbados,,2020-08-04,0,1,1,3,1,0,1,3,1,1,0,0
3594,Barbados,,2020-08-05,0,1,1,0,1,2,0,1,0,1,0,1
3595,Belarus,,2020-08-01,1,0,0,1,0,2,0,0,1,2,1,1
3596,Belarus,,2020-08-02,2,0,1,3,0,2,0,3,1,1,1,3
3597,Belarus,,2020-08-03,0,0,1,0,1,0,0,0,1,0,1,1
3598,Belarus,,2020-08-04,0,0,0,1,0,0,0,3,1,2,1,2
3599,Belarus,,2020-08-05,2,2,1,3,0,2,0,3,0,1,1,2
3600,Belgium,,2020-08-01,0,0,0,1,0,1,1,3,0,0,0,3
3601,Belgium,,2020-08-02,2,2,0,2,1,1,0,3,0,2,0,2
3602,Belgium,,2020-08-03,0,2,0,0,0,0,0,3,1,2,1,1
3603,Belgium,,2020-08-04,1,2,1,0,0,1,0,2,0,1,0,0
3604,Belgium,,2020-08-05,2,2,1,3,0,0,1,1,0,0,0,0
