,CountryName,RegionName,Date,C1_School closing,C2_Workplace closing,C3_Cancel public events,C4_Restrictions on gatherings,C5_Close public transport,C6_Stay at home requirements,C7_Restrictions on internal movement,C8_International travel controls,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,H6_Facial Coverings
7050,Afghanistan,,2020-08-01,2,2,0,1,0,2,0,2,1,0,1,0
7051,Afghanistan,,2020-08-02,0,0,0,0,0,0,0,3,0,1,1,0
7052,Afghanistan,,2020-08-03,0,0,1,2,1,0,1,0,0,1,0,2
7053,Afghanistan,,2020-08-04,2,1,0,3,1,2,1,3,1,2,1,0
7054,Afghanistan,,2020-08-05,1,0,1,1,1,2,0,2,0,2,0,2
7055,Albania,,2020-08-01,1,1,0,0,0,0,0,0,1,0,1,1
7056,Albania,,2020-08-02,1,0,1,0,1,2,0,3,0,1,1,0
7057,Albania,,2020-08-03,1,0,0,0,0,1,0,2,0,0,0,2
7058,Albania,,2020-08-04,2,0,1,2,1,1,0,3,0,2,0,0
7059,Albania,,2020-08-05,0,1,1,1,0,1,0,1,1,2,1,1
7060,Algeria,,2020-08-01,0,0,1,1,0,0,0,0,1,0,0,2
7061,Algeria,,2020-08-02,1,0,0,0,1,2,1,3,1,1,0,0
7062,Algeria,,2020-08-03,0,2,1,0,1,1,1,1,0,1,0,3
7063,Algeria,,2020-08-04,1,2,1,0,1,0,0,0,1,2,0,3
7064,Algeria,,2020-08-05,2,0,0,3,1,0,1,2,1,1,1,2
7065,Andorra,,2020-08-01,1,1,1,0,1,1,1,2,1,0,1,1
7066,Andorra,,2020-08-02,0,2,1,3,1,1,0,3,0,2,1,2
7067,Andorra,,2020-08-03,1,2,1,1,1,1,0,2,0,0,1,3
7068,Andorra,,2020-08-04,2,2,1,2,1,1,1,2,0,2,0,2
7069,Andorra,,2020-08-05,2,1,1,1,1,1,1,0,1,2,1,2
7070,Angola,,2020-08-01,2,2,1,0,1,0,0,2,0,2,0,3
7071,Angola,,2020-08-02,1,2,0,3,0,1,1,0,1,1,1,0
7072,Angola,,2020-08-03,0,2,0,3,0,1,1,1,1,0,0,1
7073,Angola,,2020-08-04,0,2,0,2,1,1,1,0,1,0,0,0
7074,Angola,,2020-08-05,0,1,0,2,1,0,0,1,0,0,0,3
7075,Argentina,,2020-08-01,2,2,1,0,1,1,1,3,0,1,1,1
7076,Argentina,,2020-08-02,0,0,1,2,0,0,1,1,0,1,1,3
7077,Argentina,,2020-08-03,0,1,1,3,1,2,0,1,0,2,1,2
7078,Argentina,,2020-08-04,0,2,1,2,0,1,0,2,0,0,0,2
7079,Argentina,,2020-08-05,0,0,0,2,0,1,0,0,1,2,1,2
7080,Aruba,,2020-08-01,2,1,1,1,0,0,0,3,0,2,0,3
7081,Aruba,,2020-08-02,1,2,1,0,0,0,0,2,1,2,1,3
7082,Aruba,,2020-08-03,2,2,1,0,1,0,0,2,0,2,0,2
7083,Aruba,,2020-08-04,1,1,0,0,0,2,1,2,1,1,0,3
7084,Aruba,,2020-08-05,0,1,0,1,1,0,0,1,0,2,1,1
7085,Australia,,2020-08-01,1,0,0,0,1,0,0,1,1,2,0,1
7086,Australia,,2020-08-02,2,1,0,3,0,2,0,0,0,1,1,1
7087,Australia,,2020-08-03,2,2,1,3,0,2,1,3,1,0,1,3
7088,Australia,,2020-08-04,0,2,1,0,1,1,0,0,1,0,0,2
7089,Australia,,2020-08-05,2,2,0,1,0,1,1,2,0,1,0,1
7090,Austria,,2020-08-01,1,1,0,3,0,1,0,0,0,1,1,1
7091,Austria,,2020-08-02,2,1,1,2,0,2,0,2,0,2,0,2
7092,Austria,,2020-08-03,1,1,1,1,0,1,1,1,0,0,0,3
7093,Austria,,2020-08-04,0,2,1,0,1,0,0,0,1,2,0,0
7094,Austria,,2020-08-05,1,2,0,2,1,2,1,1,0,1,0,0
7095,Azerbaijan,,2020-08-01,2,0,1,2,1,2,0,2,0,2,1,1
7096,Azerbaijan,,2020-08-02,0,1,0,3,1,0,1,2,1,2,1,1
7097,Azerbaijan,,2020-08-03,2,1,1,0,0,2,1,2,0,0,0,1
7098,Azerbaijan,,2020-08-04,0,1,1,3,1,0,0,2,0,2,1,1
7099,Azerbaijan,,2020-08-05,1,1,1,2,0,0,0,3,1,0,1,0
7100,Bahamas,,2020-08-01,0,1,0,0,0,2,0,2,1,2,1,0
7101,Bahamas,,2020-08-02,1,1,0,1,0,1,0,3,1,2,0,0
7102,Bahamas,,2020-08-03,0,2,1,1,1,0,0,1,1,1,0,0
7103,Bahamas,,2020-08-04,0,1,1,1,0,0,1,1,0,2,1,3
7104,Bahamas,,2020-08-05,1,1,0,1,0,2,0,3,1,2,1,0
7105,Bahrain,,2020-08-01,1,1,0,3,1,2,1,3,1,0,1,3
7106,Bahrain,,2020-08-02,2,1,1,2,1,1,1,3,0,1,0,3
7107,Bahrain,,2020-08-03,0,1,0,0,1,1,1,3,1,2,0,2
7108,Bahrain,,2020-08-04,0,1,1,2,0,2,1,3,1,2,0,2
7109,Bahrain,,2020-08-05,0,0,0,0,1,1,1,1,0,2,0,1
7110,Bangladesh,,2020-08-01,1,0,1,2,1,1,0,2,1,1,0,3
7111,Bangladesh,,2020-08-02,0,1,0,2,0,1,1,0,1,0,1,0
7112,Bangladesh,,2020-08-03,1,2,1,2,0,1,1,1,1,2,1,3
7113,Bangladesh,,2020-08-04,0,0,0,3,0,1,1,3,0,1,0,0
7114,Bangladesh,,2020-08-05,1,1,0,1,0,0,1,1,1,1,1,3
7115,Barbados,,2020-08-01,2,1,1,3,1,0,0,0,1,1,0,3
7116,Barbados,,2020-08-02,0,1,1,3,0,2,1,3,1,0,0,2
7117,Barbados,,2020-08-03,0,1,0,0,0,0,1,0,0,1,0,3
7118,Barbados,,2020-08-04,2,1,1,0,0,1,0,3,0,2,1,3
7119,Barbados,,2020-08-05,0,2,0,0,0,1,1,0,1,1,0,1
7120,Belarus,,2020-08-01,1,1,0,2,1,1,0,1,1,2,1,0
7121,Belarus,,2020-08-02,2,0,1,0,0,1,0,3,1,2,1,3
7122,Belarus,,2020-08-03,1,1,0,3,0,2,0,1,1,0,1,3
7123,Belarus,,2020-08-04,2,2,0,3,1,2,1,3,1,0,0,3
7124,Belarus,,2020-08-05,1,1,0,3,0,0,1,3,0,2,0,2
7125,Belgium,,2020-08-01,1,2,0,1,1,0,0,3,0,0,1,0
7126,Belgium,,2020-08-02,2,0,0,0,0,1,1,2,1,0,1,1
7127,Belgium,,2020-08-03,2,2,0,0,1,0,0,2,0,0,1,2
7128,Belgium,,2020-08-04,1,1,0,0,1,2,0,2,0,2,1,1
7129,Belgium,,2020-08-05,1,0,1,1,1,0,0,0,1,0,1,1
7130,Belize,,2020-08-01,1,1,1,0,1,2,0,0,1,0,0,1
