,CountryName,RegionName,Date,C1_School closing,C2_Workplace closing,C3_Cancel public events,C4_Restrictions on gatherings,C5_Close public transport,C6_Stay at home requirements,C7_Restrictions on internal movement,C8_International travel controls,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,H6_Facial Coverings
10575,Afghanistan,,2020-08-01,1,2,1,0,0,0,0,0,1,2,1,0
10576,Afghanistan,,2020-08-02,2,0,1,0,0,0,0,3,0,1,1,3
10577,Afghanistan,,2020-08-03,1,1,0,2,0,0,1,0,1,2,1,3
10578,Afghanistan,,2020-08-04,0,2,1,1,0,1,0,3,1,1,0,3
10579,Afghanistan,,2020-08-05,2,1,1,3,1,0,1,1,1,2,1,0
10580,Albania,,2020-08-01,0,0,0,2,0,0,0,0,1,1,0,0
10581,Albania,,2020-08-02,0,2,1,0,0,0,1,3,0,2,0,0
10582,Albania,,2020-08-03,1,1,1,3,1,2,0,1,1,1,1,1
10583,Albania,,2020-08-04,0,1,0,2,1,2,1,1,1,0,0,3
10584,Albania,,2020-08-05,1,0,1,2,1,0,1,2,0,0,0,3
10585,Algeria,,2020-08-01,1,2,1,2,0,1,0,0,0,2,1,2
10586,Algeria,,2020-08-02,1,1,1,1,0,0,1,1,0,0,1,0
10587,Algeria,,2020-08-03,2,0,1,0,1,1,1,2,1,0,1,2
10588,Algeria,,2020-08-04,1,0,1,2,1,1,0,3,0,1,1,1
10589,Algeria,,2020-08-05,2,0,1,0,0,0,0,0,1,0,0,0
10590,Andorra,,2020-08-01,2,2,0,3,1,2,0,3,0,1,1,0
10591,Andorra,,2020-08-02,1,1,0,0,0,0,0,2,0,0,1,1
10592,Andorra,,2020-08-03,2,0,0,2,1,2,0,2,0,0,0,1
10593,Andorra,,2020-08-04,1,2,1,2,0,1,1,3,1,0,0,2
10594,Andorra,,2020-08-05,0,2,0,3,1,1,0,1,0,0,0,0
10595,Angola,,2020-08-01,2,1,1,1,0,0,0,1,0,1,0,0
10596,Angola,,2020-08-02,1,0,0,0,0,0,1,0,0,1,1,3
10597,Angola,,2020-08-03,2,1,1,3,1,2,0,2,1,0,1,2
10598,Angola,,2020-08-04,2,1,0,3,0,0,0,1,0,2,1,0
10599,Angola,,2020-08-05,0,0,0,3,1,0,1,1,0,0,0,2
10600,Argentina,,2020-08-01,2,1,1,1,0,0,1,1,0,2,1,0
10601,Argentina,,2020-08-02,2,0,0,3,1,0,1,2,0,2,0,2
10602,Argentina,,2020-08-03,2,1,1,2,1,1,1,3,0,2,0,3
10603,Argentina,,2020-08-04,1,1,0,2,0,2,1,1,0,0,0,3
10604,Argentina,,2020-08-05,2,1,0,3,0,2,0,1,1,0,1,0
10605,Aruba,,2020-08-01,1,1,1,2,0,1,0,1,0,0,0,2
10606,Aruba,,2020-08-02,2,2,0,0,0,2,0,2,0,1,1,0
10607,Aruba,,2020-08-03,2,1,1,1,1,2,1,1,0,1,1,0
10608,Aruba,,2020-08-04,1,0,0,2,1,0,0,2,0,1,0,3
10609,Aruba,,2020-08-05,2,0,0,3,1,0,0,2,0,1,0,1
10610,Australia,,2020-08-01,0,0,1,3,0,1,1,3,1,0,1,1
10611,Australia,,2020-08-02,0,0,1,3,0,2,0,0,1,0,1,0
10612,Australia,,2020-08-03,0,2,1,1,0,0,0,2,0,0,1,0
10613,Australia,,2020-08-04,1,1,0,0,1,1,0,0,0,2,1,1
10614,Australia,,2020-08-05,2,0,0,2,1,0,1,1,0,0,0,2
10615,Austria,,2020-08-01,1,0,0,2,1,2,0,3,0,0,1,2
10616,Austria,,2020-08-02,1,1,0,1,1,1,1,0,0,0,1,2
10617,Austria,,2020-08-03,1,2,0,0,1,0,1,0,0,1,1,2
10618,Austria,,2020-08-04,2,1,1,0,1,1,1,3,0,1,1,1
10619,Austria,,2020-08-05,1,2,1,3,1,1,0,1,1,1,0,3
10620,Azerbaijan,,2020-08-01,2,0,0,0,1,0,1,0,1,1,1,2
10621,Azerbaijan,,2020-08-02,1,1,0,0,1,2,0,3,0,1,1,3
10622,Azerbaijan,,2020-08-03,0,2,0,2,1,2,1,0,1,0,0,1
10623,Azerbaijan,,2020-08-04,2,2,1,3,0,0,1,3,1,1,1,0
10624,Azerbaijan,,2020-08-05,2,1,1,0,1,1,0,2,1,2,1,0
10625,Bahamas,,2020-08-01,2,0,0,2,1,0,1,3,0,1,0,2
10626,Bahamas,,2020-08-02,1,0,1,3,0,2,1,0,0,0,0,2
10627,Bahamas,,2020-08-03,2,1,0,1,0,0,1,1,0,2,0,1
10628,Bahamas,,2020-08-04,2,1,1,1,1,0,0,2,0,1,1,1
10629,Bahamas,,2020-08-05,1,2,1,1,1,0,1,1,1,1,0,2
10630,Bahrain,,2020-08-01,2,1,0,2,1,1,0,1,1,0,1,0
10631,Bahrain,,2020-08-02,1,1,0,0,1,1,0,3,0,1,1,1
10632,Bahrain,,2020-08-03,2,2,0,2,0,0,0,2,1,0,0,1
10633,Bahrain,,2020-08-04,1,0,1,2,0,2,1,1,1,2,1,3
10634,Bahrain,,2020-08-05,1,0,0,3,1,0,0,1,0,2,1,2
10635,Bangladesh,,2020-08-01,0,2,1,1,0,1,1,1,0,2,1,1
10636,Bangladesh,,2020-08-02,2,1,0,1,0,1,0,3,0,2,0,3
10637,Bangladesh,,2020-08-03,0,2,1,3,1,1,0,0,0,2,0,3
10638,Bangladesh,,2020-08-04,1,1,0,2,0,2,0,2,1,1,1,2
10639,Bangladesh,,2020-08-05,2,0,1,3,1,2,1,1,1,0,0,2
10640,Barbados,,2020-08-01,0,0,0,2,0,2,1,3,0,2,0,1
10641,Barbados,,2020-08-02,1,1,0,3,0,2,0,3,0,2,0,0
10642,Barbados,,2020-08-03,1,2,0,2,0,0,1,3,0,0,0,0
10643,Barbados,,2020-08-04,2,0,0,0,0,2,0,3,0,2,0,0
10644,Barbados,,2020-08-05,2,1,0,3,1,1,1,3,0,0,0,0
10645,Belarus,,2020-08-01,1,1,1,2,0,0,1,3,1,0,0,1
10646,Belarus,,2020-08-02,0,1,1,3,1,0,1,3,0,0,1,1
10647,Belarus,,2020-08-03,0,2,1,0,0,2,1,0,1,0,1,1
10648,Belarus,,2020-08-04,0,1,0,0,1,1,1,1,0,2,1,0
10649,Belarus,,2020-08-05,1,0,1,1,1,2,0,1,0,0,0,3
10650,Belgium,,2020-08-01,0,0,0,3,1,1,0,2,0,2,1,1
10651,Belgium,,2020-08-02,2,1,0,0,1,0,1,3,0,2,1,2
10652,Belgium,,2020-08-03,1,1,1,0,0,1,1,2,0,0,0,2
10653,Belgium,,2020-08-04,1,0,1,3,0,1,1,1,1,2,1,1
10654,Belgium,,2020-08-05,1,2,1,1,1,2,1,1,1,1,0,3
10655,Belize,,2020-08-01,2,1,1,0,0,2,1,0,0,1,0,2
10656,Belize,,2020-08-02,2,1,1,3,0,1,1,2,1,1,1,0
10657,Belize,,2020-08-03,2,0,1,0,0,2,0,0,0,1,1,1
10658,Belize,,2020-08-04,2,2,0,2,0,0,1,3,0,1,0,0
10659,Belize,,2020-08-05,1,0,1,2,0,0,0,3,1,1,1,2
10660,Benin,,2020-08-01,1,2,1,2,1,2,0,1,0,0,1,1
10661,Benin,,2020-08-02,0,1,1,1,0,1,1,1,0,1,0,2
10662,Benin,,2020-08-03,0,1,1,1,1,2,1,2,1,2,1,2
10663,Benin,,2020-08-04,0,2,0,2,1,1,1,0,1,1,1,0
10664,Benin,,2020-08-05,0,2,1,1,1,1,0,3,0,1,1,0
10665,Bermuda,,2020-08-01,2,2,1,3,1,0,1,3,1,1,1,3
10666,Bermuda,,2020-08-02,0,1,1,0,0,2,1,2,0,1,1,2
10667,Bermuda,,2020-08-03,2,1,0,1,1,2,0,3,0,2,0,1
10668,Bermuda,,2020-08-04,2,1,0,2,1,1,1,2,0,2,0,3
10669,Bermuda,,2020-08-05,1,0,0,1,0,0,1,3,1,0,1,2
10670,Bhutan,,2020-08-01,2,2,1,3,1,0,1,3,0,1,0,0
10671,Bhutan,,2020-08-02,0,2,0,2,1,1,1,1,0,0,1,1
10672,Bhutan,,2020-08-03,1,1,0,0,1,2,1,0,0,0,0,0
10673,Bhutan,,2020-08-04,0,0,1,1,0,2,0,0,0,1,0,1
10674,Bhutan,,2020-08-05,0,2,0,1,0,1,1,3,0,0,1,0
10675,Bolivia,,2020-08-01,2,2,0,2,1,1,1,0,0,1,1,0
10676,Bolivia,,2020-08-02,2,0,0,2,0,2,1,2,1,1,0,1
10677,Bolivia,,2020-08-03,2,1,0,3,1,0,1,3,1,1,1,1
10678,Bolivia,,2020-08-04,1,1,1,0,0,2,0,2,0,1,0,3
10679,Bolivia,,2020-08-05,2,1,1,3,0,2,0,2,0,2,1,2
10680,Bosnia and Herzegovina,,2020-08-01,2,0,1,3,1,1,0,1,0,0,0,0
10681,Bosnia and Herzegovina,,2020-08-02,2,1,0,1,0,0,1,1,1,1,1,3
10682,Bosnia and Herzegovina,,2020-08-03,0,2,0,2,0,2,0,2,0,0,1,2
10683,Bosnia and Herzegovina,,2020-08-04,1,0,1,0,1,1,1,2,1,0,1,1
10684,Bosnia and Herzegovina,,2020-08-05,1,2,0,2,0,0,1,0,1,2,0,3
10685,Botswana,,2020-08-01,1,2,1,3,0,2,1,0,1,0,0,0
10686,Botswana,,2020-08-02,2,1,0,2,1,1,0,1,0,2,0,0
10687,Botswana,,2020-08-03,1,0,0,0,1,1,0,1,0,2,1,2
10688,Botswana,,2020-08-04,0,0,0,2,1,0,1,2,0,2,1,1
10689,Botswana,,2020-08-05,2,0,0,1,0,2,0,2,1,1,1,0
10690,Brazil,,2020-08-01,0,2,1,2,1,1,0,3,1,0,0,3
10691,Brazil,,2020-08-02,2,0,1,3,1,0,0,3,1,1,0,2
10692,Brazil,,2020-08-03,1,2,1,0,1,2,1,2,0,2,1,2
10693,Brazil,,2020-08-04,2,0,1,3,1,2,0,2,0,0,1,3
10694,Brazil,,2020-08-05,1,0,0,1,0,2,1,3,1,0,0,2
10695,Brunei,,2020-08-01,2,2,1,2,1,2,0,3,1,2,0,0
10696,Brunei,,2020-08-02,0,1,0,1,0,1,0,1,0,2,1,1
10697,Brunei,,2020-08-03,1,2,0,0,0,2,1,0,1,0,1,3
10698,Brunei,,2020-08-04,2,2,0,3,1,0,0,3,1,1,1,0
10699,Brunei,,2020-08-05,2,2,1,1,1,0,1,3,1,2,0,3
10700,Bulgaria,,2020-08-01,1,1,1,1,0,0,0,2,0,1,1,1
10701,Bulgaria,,2020-08-02,0,2,0,0,0,1,1,1,0,0,1,0
10702,Bulgaria,,2020-08-03,1,0,1,3,1,1,0,1,0,2,0,3
10703,Bulgaria,,2020-08-04,0,0,0,0,0,0,0,1,1,0,0,2
10704,Bulgaria,,2020-08-05,0,1,0,3,1,2,0,2,0,0,1,1
10705,Burkina Faso,,2020-08-01,2,1,0,1,0,2,0,2,1,2,0,1
10706,Burkina Faso,,2020-08-02,2,2,1,0,1,1,0,2,1,1,0,0
10707,Burkina Faso,,2020-08-03,2,0,0,0,1,1,1,0,1,1,1,2
10708,Burkina Faso,,2020-08-04,2,1,1,3,0,2,1,2,0,1,1,1
10709,Burkina Faso,,2020-08-05,2,0,1,3,1,1,1,1,1,1,0,0
10710,Burundi,,2020-08-01,0,0,0,2,0,1,1,3,1,2,1,2
10711,Burundi,,2020-08-02,2,2,1,0,1,2,0,1,1,0,0,3
10712,Burundi,,2020-08-03,0,2,1,0,1,0,1,2,0,1,1,0
10713,Burundi,,2020-08-04,1,1,1,2,1,2,1,0,0,0,0,1
10714,Burundi,,2020-08-05,0,0,0,3,0,2,1,2,1,2,1,0
10715,Cambodia,,2020-08-01,1,0,1,3,1,0,1,1,0,2,0,3
10716,Cambodia,,2020-08-02,1,2,0,1,1,2,1,1,1,0,0,2
10717,Cambodia,,2020-08-03,2,1,1,0,0,0,0,2,1,0,0,1
10718,Cambodia,,2020-08-04,1,1,0,3,0,1,0,1,1,0,0,1
10719,Cambodia,,2020-08-05,1,0,1,1,1,1,1,1,1,2,1,2
10720,Cameroon,,2020-08-01,0,1,1,3,0,2,1,0,0,2,0,0
10721,Cameroon,,2020-08-02,1,0,1,3,1,2,0,0,1,2,1,2
10722,Cameroon,,2020-08-03,1,1,1,1,0,0,0,2,0,0,1,3
10723,Cameroon,,2020-08-04,0,0,1,1,1,0,0,0,0,0,0,1
