,CountryName,RegionName,Date,C1_School closing,C2_Workplace closing,C3_Cancel public events,C4_Restrictions on gatherings,C5_Close public transport,C6_Stay at home requirements,C7_Restrictions on internal movement,C8_International travel controls,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,H6_Facial Coverings
0,Afghanistan,,2020-08-01,1,0,1,3,0,2,1,2,1,2,1,2
1,Afghanistan,,2020-08-02,1,0,0,2,1,0,1,0,1,1,1,0
2,Afghanistan,,2020-08-03,2,2,1,2,0,1,1,1,1,0,1,1
3,Afghanistan,,2020-08-04,0,2,1,0,1,2,1,2,1,0,1,1
4,Afghanistan,,2020-08-05,1,1,1,0,1,0,1,3,0,0,0,1
5,Albania,,2020-08-01,0,1,0,0,0,1,1,2,1,1,0,2
6,Albania,,2020-08-02,0,2,0,1,1,1,1,1,0,2,0,2
7,Albania,,2020-08-03,0,2,0,1,0,1,1,1,1,1,1,0
8,Albania,,2020-08-04,1,2,1,3,1,2,1,0,0,2,0,3
9,Albania,,2020-08-05,0,1,1,0,1,2,0,2,1,2,1,0
10,Algeria,,2020-08-01,1,2,1,2,1,1,0,3,0,1,0,3
11,Algeria,,2020-08-02,0,2,1,1,1,0,0,2,0,1,1,0
12,Algeria,,2020-08-03,1,1,0,2,1,0,1,1,1,0,1,0
13,Algeria,,2020-08-04,1,2,1,3,0,1,0,2,1,0,0,1
14,Algeria,,2020-08-05,1,1,1,0,0,0,0,0,1,2,1,0
15,Andorra,,2020-08-01,0,1,0,0,0,0,0,0,1,1,1,1
16,Andorra,,2020-08-02,2,0,0,2,0,2,0,1,1,0,0,0
17,Andorra,,2020-08-03,1,0,1,3,0,0,0,0,0,0,0,2
18,Andorra,,2020-08-04,0,2,1,1,0,0,0,3,1,1,1,0
19,Andorra,,2020-08-05,1,0,1,2,1,2,1,1,1,0,0,2
20,Angola,,2020-08-01,1,0,1,0,1,0,1,0,0,2,0,3
21,Angola,,2020-08-02,1,1,1,3,1,1,1,1,1,0,0,2
22,Angola,,2020-08-03,0,1,1,2,0,0,1,1,0,0,1,0
23,Angola,,2020-08-04,0,1,1,3,1,0,0,0,0,1,1,0
24,Angola,,2020-08-05,2,2,0,3,1,2,1,0,1,2,1,1
25,Argentina,,2020-08-01,2,2,1,3,1,1,0,2,0,2,1,2
26,Argentina,,2020-08-02,1,2,0,0,0,0,0,3,0,2,1,1
27,Argentina,,2020-08-03,2,2,0,1,0,2,0,0,1,2,0,2
28,Argentina,,2020-08-04,1,0,0,1,0,2,0,3,0,1,0,1
29,Argentina,,2020-08-05,2,1,0,0,1,2,0,3,0,0,0,2
30,Aruba,,2020-08-01,0,0,0,1,0,1,0,3,1,2,0,2
31,Aruba,,2020-08-02,0,0,1,2,1,0,1,0,0,2,0,1
32,Aruba,,2020-08-03,2,1,0,3,1,2,0,3,1,0,0,0
33,Aruba,,2020-08-04,2,0,1,2,0,2,0,1,1,2,0,3
34,Aruba,,2020-08-05,1,1,1,3,1,2,0,0,1,1,1,0
35,Australia,,2020-08-01,0,0,1,1,1,1,0,2,0,1,0,2
36,Australia,,2020-08-02,0,1,1,0,0,2,0,3,1,1,1,0
37,Australia,,2020-08-03,0,1,0,2,1,2,1,0,1,0,1,1
38,Australia,,2020-08-04,1,2,0,1,1,1,1,3,1,2,1,2
39,Australia,,2020-08-05,0,0,0,2,1,1,1,0,0,1,0,0
40,Austria,,2020-08-01,2,1,0,1,1,0,1,0,1,1,0,2
41,Austria,,2020-08-02,1,2,0,2,1,0,1,3,0,1,0,2
42,Austria,,2020-08-03,1,1,1,1,1,1,1,0,1,2,1,2
43,Austria,,2020-08-04,1,1,1,2,0,2,0,1,0,0,1,0
44,Austria,,2020-08-05,1,1,0,3,1,2,0,2,0,1,1,0
45,Azerbaijan,,2020-08-01,0,1,1,2,1,1,1,3,0,1,1,3
46,Azerbaijan,,2020-08-02,2,2,0,3,1,0,1,2,1,1,0,3
47,Azerbaijan,,2020-08-03,2,2,1,2,1,1,0,0,1,1,1,0
48,Azerbaijan,,2020-08-04,1,1,0,3,1,2,0,0,1,2,0,1
49,Azerbaijan,,2020-08-05,1,0,1,1,0,1,0,2,1,1,1,2
50,Bahamas,,2020-08-01,1,0,0,3,1,1,0,1,0,1,1,3
51,Bahamas,,2020-08-02,0,1,1,3,1,0,0,0,0,0,1,0
52,Bahamas,,2020-08-03,1,2,0,2,1,0,0,2,1,0,1,2
53,Bahamas,,2020-08-04,2,0,1,2,1,0,1,0,0,0,0,2
54,Bahamas,,2020-08-05,1,0,1,1,1,1,0,1,0,2,1,0
55,Bahrain,,2020-08-01,1,1,1,0,0,0,1,3,0,1,1,0
56,Bahrain,,2020-08-02,1,2,1,3,0,0,0,1,0,2,1,2
57,Bahrain,,2020-08-03,0,2,0,2,0,1,0,2,0,2,1,0
58,Bahrain,,2020-08-04,0,0,0,1,1,2,0,1,1,0,1,0
59,Bahrain,,2020-08-05,1,1,0,3,0,1,0,2,0,2,0,3
60,Bangladesh,,2020-08-01,0,1,1,2,1,0,1,2,1,0,0,1
61,Bangladesh,,2020-08-02,2,0,1,1,1,0,0,3,1,2,1,0
62,Bangladesh,,2020-08-03,2,1,1,2,1,0,1,1,0,2,0,2
63,Bangladesh,,2020-08-04,2,0,0,0,0,0,1,1,0,0,1,2
64,Bangladesh,,2020-08-05,0,2,1,2,0,2,0,1,1,1,1,1
65,Barbados,,2020-08-01,0,1,0,0,1,2,1,1,1,2,0,2
66,Barbados,,2020-08-02,1,0,1,2,0,0,1,0,1,0,0,2
67,Barbados,,2020-08-03,1,2,0,1,1,0,0,0,1,1,0,3
68,Barbados,,2020-08-04,2,1,0,2,0,1,1,0,1,2,1,0
